student_id,student_name,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score
8569,Sonali Gawande,1,80,6.9,5.3,8,81
8570,Sonal Salve,9,67,8,1.1,5,46
8571,Sourabh Das,10,64,7.4,3.7,2,93
8572,Tanmay Mane,2,84,6.7,7.2,7,78
8573,Tanya Joshi,10,95,7.7,3.5,10,87
8574,Varun More,10,62,7.3,5.7,9,75
8575,Vikas Raut,10,82,7,5,9,90
8576,Vijay Sawant,3,99,7.6,5.1,5,90
8577,Vishal Rathod,6,76,5.3,4.4,10,44
8578,Yash Iyer,10,67,8.6,4.4,2,92
8579,Yogesh Pandey,10,63,6.3,7.3,4,69
8580,Zoya Verma,7,98,5.9,3.9,7,67
8581,Aarav Kulkarni,2,76,8.1,2.3,4,53
8582,Aditi Agrawal,1,64,5.9,3.9,2,62
8583,Aditya Suryawanshi,3,95,9,6.1,3,70
8584,Akash Chaudhary,1,92,6.7,4.3,10,69
8585,Akshay Reddy,2,88,6.2,6.1,5,79
8586,Aman Dubey,1,63,5.2,2.7,3,78
8587,Amit Patil,8,63,5.2,5.1,7,81
8588,Ananya Deshmukh,6,68,5.4,7.1,5,72
8589,Aniket Mehta,6,66,5,4.7,5,95
8590,Anjali Wagh,9,81,6.3,5.5,10,89
8591,Arjun Yadav,5,76,6.2,5.8,6,93
8592,Aryan Nair,5,91,6.7,6.2,2,80
8593,Ashish Saxena,3,64,5.9,3.5,10,53
8594,Ayush Sharma,5,89,5.3,5.4,2,94
8595,Bhavna Jadhav,2,98,5.3,3.9,8,91
8596,Chetan Mishra,6,65,5.7,3.7,2,56
8597,Deepak Bhosale,10,86,6.3,4.3,4,89
8598,Deepika Tiwari,6,80,5.6,3.9,10,69
8599,Dhruv Pande,3,63,6.5,1.2,3,80
8600,Divya Kapoor,7,72,8.7,6.2,10,59
8601,Gaurav Pawar,9,92,6,5.1,4,54
8602,Isha Khan,5,95,5.7,2,5,62
8603,Karan Kale,3,75,7.7,2.8,10,50
8604,Kavya Gaikwad,8,64,7,5.3,8,47
8605,Kiran Desai,2,70,5.2,4.6,4,64
8606,Kunal Dhumal,10,94,8.2,6.1,8,93
8607,Manish Malik,4,83,7.9,4.4,6,42
8608,Meera Ingale,4,77,8.9,6.9,2,58
8609,Mohit Singh,8,60,8.8,1.5,4,55
8610,Neha Shinde,1,92,7.3,5.3,4,51
8611,Nikhil Naik,3,79,7.7,3.6,6,44
8612,Nisha Kadam,2,82,6.6,3.1,10,49
8613,Pallavi Lokhande,4,94,8.6,7.6,7,69
8614,Pankaj Roy,6,83,7.2,7,3,63
8615,Pooja Borkar,2,98,6.3,2.3,7,74
8616,Prakash Gupta,4,82,5,1.4,6,87
8617,Priya Chavan,8,74,7.3,7.1,5,46
8618,Rahul Thakur,10,97,7.1,2.2,4,58
8619,Raj Gawande,1,86,8.2,7.5,8,88
8620,Rakesh Salve,7,91,5.7,2.9,7,53
8621,Riya Das,1,69,8.3,3.9,5,45
8622,Rohan Mane,6,87,5.1,1.3,3,53
8623,Rohit Joshi,9,82,7.3,4.8,3,62
8624,Sachin More,8,64,6.6,2.3,3,54
8625,Sakshi Raut,3,70,6.3,4,7,68
8626,Sameer Sawant,3,97,6.7,7.4,2,51
8627,Sana Rathod,8,83,5.9,2.8,2,72
8628,Sanjay Iyer,9,91,5.7,5.4,10,88
8629,Sanya Pandey,3,67,8.2,2.4,4,57
8630,Shivam Verma,1,68,5.9,5.3,3,70
8631,Shraddha Kulkarni,5,98,7.9,3,10,79
8632,Shreya Agrawal,7,77,7.8,5.8,5,43
8633,Sneha Suryawanshi,5,96,5.1,6.4,2,59
8634,Sonali Chaudhary,10,93,8.5,7.2,5,75
8635,Sonal Reddy,9,73,8.2,7.4,2,54
8636,Sourabh Dubey,8,98,8.2,2.7,4,63
8637,Tanmay Patil,1,91,8.2,1.9,10,65
8638,Tanya Deshmukh,9,65,7.3,1.3,9,92
8639,Varun Mehta,8,63,9,6,5,46
8640,Vikas Wagh,4,65,5.7,2.3,5,75
8641,Vijay Yadav,6,90,5.3,6.6,7,94
8642,Vishal Nair,9,65,7.8,7.8,7,90
8643,Yash Saxena,10,71,6.2,2,8,70
8644,Yogesh Sharma,6,77,7.4,3,6,61
8645,Zoya Jadhav,1,65,6.6,4.7,2,48
8646,Aarav Mishra,7,73,6.3,4,9,54
8647,Aditi Bhosale,7,87,8.6,4,5,84
8648,Aditya Tiwari,1,99,5.6,2.5,9,41
8649,Akash Pande,9,79,5.8,7.2,9,80
8650,Akshay Kapoor,3,90,7.7,5.8,3,92
8651,Aman Pawar,9,81,8.1,2.1,6,64
8652,Amit Khan,6,79,8.3,1,8,85
8653,Ananya Kale,4,81,5.9,6.3,5,95
8654,Aniket Gaikwad,1,99,8.5,1.1,9,82
8655,Anjali Desai,1,62,7.4,7.2,6,68
8656,Arjun Dhumal,8,81,8.3,4.7,10,71
8657,Aryan Malik,4,62,5.3,7.5,10,51
8658,Ashish Ingale,9,95,6.4,6.4,10,47
8659,Ayush Singh,3,84,7.1,7.3,3,84
8660,Bhavna Shinde,10,61,7.3,6.2,8,69
8661,Chetan Naik,10,85,5.4,5,8,92
8662,Deepak Kadam,2,77,7.2,2.2,6,81
8663,Deepika Lokhande,7,61,7.7,6.1,3,54
8664,Dhruv Roy,10,100,6.4,5.1,4,93
8665,Divya Borkar,4,75,7,4.2,6,40
8666,Gaurav Gupta,1,60,6.2,4.9,9,45
8667,Isha Chavan,9,85,8.5,2.6,10,74
8668,Karan Thakur,5,75,7.4,3.8,10,73
8669,Kavya Gawande,1,86,7.2,1.9,10,81
8670,Kiran Salve,9,66,8.8,3.9,2,76
8671,Kunal Das,7,93,7.7,4.3,10,54
8672,Manish Mane,1,77,6.1,7,6,48
8673,Meera Joshi,3,77,7.6,4.7,2,93
8674,Mohit More,1,92,8.8,7.4,3,58
8675,Neha Raut,10,82,5.1,7.8,4,49
8676,Nikhil Sawant,1,60,7.5,1.3,4,43
8677,Nisha Rathod,8,83,5.6,5.2,2,84
8678,Pallavi Iyer,6,86,8.3,3.1,5,87
8679,Pankaj Pandey,6,72,7.6,7,6,89
8680,Pooja Verma,9,67,8.7,4.5,4,87
8681,Prakash Kulkarni,9,62,7.7,1.5,8,49
8682,Priya Agrawal,2,94,5.1,2.5,8,40
8683,Rahul Suryawanshi,1,60,7,5.7,5,68
8684,Raj Chaudhary,2,83,8.6,1.6,2,68
8685,Rakesh Reddy,7,94,5.9,3.7,4,41
8686,Riya Dubey,6,74,5.3,7.1,7,89
8687,Rohan Patil,1,68,7.9,1.2,5,75
8688,Rohit Deshmukh,3,89,7,5.9,7,78
8689,Sachin Mehta,6,85,5.2,5.7,9,70
8690,Sakshi Wagh,8,60,6.1,3.2,9,95
8691,Sameer Yadav,4,83,6.3,1.8,7,83
8692,Sana Nair,10,60,7.7,1.7,2,72
8693,Sanjay Saxena,10,76,6.9,7.8,8,68
8694,Sanya Sharma,8,72,6.9,5.7,4,86
8695,Shivam Jadhav,5,94,8.2,3.6,5,59
8696,Shraddha Mishra,9,100,6.1,6.8,8,88
8697,Shreya Bhosale,8,88,7.7,1.7,9,47
8698,Sneha Tiwari,6,90,6.5,1.9,8,42
8699,Sonali Pande,5,60,6.7,2.4,4,42
8700,Sonal Kapoor,9,62,7.2,6.3,6,60
8701,Sourabh Pawar,6,91,7.8,3.9,5,69
8702,Tanmay Khan,2,77,8.8,5.5,6,90
8703,Tanya Kale,10,80,6.1,2.6,8,91
8704,Varun Gaikwad,1,88,5.4,6.4,10,41
8705,Vikas Desai,7,74,6.7,6.6,5,82
8706,Vijay Dhumal,7,87,7.2,3.9,4,51
8707,Vishal Malik,6,89,5.9,2.5,9,62
8708,Yash Ingale,1,69,8.6,5.4,3,88
8709,Yogesh Singh,5,88,8.2,2.8,5,95
8710,Zoya Shinde,9,66,7,2,10,84
8711,Aarav Naik,3,72,6.8,5.3,9,50
8712,Aditi Kadam,7,91,5.2,4.6,9,42
8713,Aditya Lokhande,9,100,7.1,6.5,9,95
8714,Akash Roy,10,62,7.4,3,4,53
8715,Akshay Borkar,6,86,8.6,2.6,2,52
8716,Aman Gupta,4,83,7,5.5,9,69
8717,Amit Chavan,7,84,5.6,5.9,6,49
8718,Ananya Thakur,5,92,5.7,3.9,4,77
8719,Aniket Gawande,7,62,5.6,4.1,6,88
8720,Anjali Salve,8,90,8.8,1.9,9,59
8721,Arjun Das,8,71,8.2,4.3,6,66
8722,Aryan Mane,3,66,8.3,7.7,7,90
8723,Ashish Joshi,8,78,8.4,1.8,6,89
8724,Ayush More,6,61,5.4,5,6,45
8725,Bhavna Raut,10,85,7.8,1.1,10,81
8726,Chetan Sawant,7,83,7.8,3.3,10,41
8727,Deepak Rathod,9,81,5.9,6.3,5,48
8728,Deepika Iyer,10,61,7,5,9,75
8729,Dhruv Pandey,10,91,7.6,1.6,8,46
8730,Divya Verma,8,61,8.6,4.2,3,50
8731,Gaurav Kulkarni,6,70,5.4,1.6,9,65
8732,Isha Agrawal,2,76,8.6,3.6,8,63
8733,Karan Suryawanshi,4,88,8.7,6.4,9,71
8734,Kavya Chaudhary,5,76,8.7,2.8,9,91
8735,Kiran Reddy,8,93,5,4.2,10,63
8736,Kunal Dubey,6,98,5.9,4.5,6,57
8737,Manish Patil,5,91,7.8,7,2,51
8738,Meera Deshmukh,2,61,6.3,1.9,4,89
8739,Mohit Mehta,8,91,5.2,4.9,3,52
8740,Neha Wagh,5,68,8.1,1.2,4,40
8741,Nikhil Yadav,1,96,5.1,1.7,7,68
8742,Nisha Nair,3,100,6.8,2.5,10,80
8743,Pallavi Saxena,9,63,8.8,6,8,40
8744,Pankaj Sharma,2,64,6.8,1.3,5,75
8745,Pooja Jadhav,5,88,8.6,7.6,6,64
8746,Prakash Mishra,6,65,6.6,4,6,83
8747,Priya Bhosale,1,99,6.4,6.9,5,41
8748,Rahul Tiwari,2,82,5.4,2.6,7,90
8749,Raj Pande,10,83,6.4,3.4,10,88
8750,Rakesh Kapoor,6,95,6.3,6.1,2,78
8751,Riya Pawar,3,68,8.4,3.7,5,74
8752,Rohan Khan,2,82,8.7,4.6,2,79
8753,Rohit Kale,5,100,5.1,6.7,9,48
8754,Sachin Gaikwad,8,60,5.4,5.6,3,90
8755,Sakshi Desai,8,67,7.6,6.9,7,83
8756,Sameer Dhumal,2,65,6.9,1.6,2,82
8757,Sana Malik,8,73,6.2,5.3,6,67
8758,Sanjay Ingale,9,65,6,5.2,10,47
8759,Sanya Singh,3,67,5.9,5.2,10,68
8760,Shivam Shinde,1,94,7.1,5.1,3,70
8761,Shraddha Naik,10,79,5.1,6.1,7,54
8762,Shreya Kadam,6,74,8,6.9,4,91
8763,Sneha Lokhande,8,77,6.2,2.6,8,62
8764,Sonali Roy,4,99,6.7,1.7,6,93
8765,Sonal Borkar,3,80,7.1,1.5,9,89
8766,Sourabh Gupta,3,79,5.8,2.1,10,44
8767,Tanmay Chavan,3,98,8.5,5.6,5,48
8768,Tanya Thakur,5,61,7.7,3.9,2,61
8769,Varun Gawande,2,79,8.5,3.4,4,74
8770,Vikas Salve,9,90,6.9,7.4,3,46
8771,Vijay Das,6,81,6.7,7.3,3,52
8772,Vishal Mane,10,95,5.9,4.8,8,87
8773,Yash Joshi,6,96,7.2,4.2,10,64
8774,Yogesh More,4,73,7.4,2.9,6,71
8775,Zoya Raut,6,93,6.7,4.2,6,69
8776,Aarav Sawant,2,70,5.6,3.9,7,94
8777,Aditi Rathod,9,69,6.1,1,10,46
8778,Aditya Iyer,8,100,5.1,6.3,2,69
8779,Akash Pandey,2,60,6.3,4.1,6,44
8780,Akshay Verma,6,74,7.3,2.6,9,42
8781,Aman Kulkarni,6,85,8.8,5.7,3,67
8782,Amit Agrawal,3,76,5.7,4.1,7,90
8783,Ananya Suryawanshi,2,94,5.2,3.2,2,62
8784,Aniket Chaudhary,8,70,6.2,2.6,9,80
8785,Anjali Reddy,3,82,5.6,1.4,7,91
8786,Arjun Dubey,6,65,7.8,4.5,10,40
8787,Aryan Patil,3,68,5,3.6,4,79
8788,Ashish Deshmukh,7,67,8.9,1.3,8,90
8789,Ayush Mehta,1,90,8.4,6.7,8,90
8790,Bhavna Wagh,4,68,7,6.7,2,81
8791,Chetan Yadav,6,87,8.7,4.4,8,91
8792,Deepak Nair,5,74,7.5,6.9,8,73
8793,Deepika Saxena,7,83,9,4.4,7,41
8794,Dhruv Sharma,2,95,6.1,2.2,7,94
8795,Divya Jadhav,5,95,9,4.6,9,89
8796,Gaurav Mishra,8,60,5.7,3.2,2,50
8797,Isha Bhosale,4,92,6.4,4.2,5,93
8798,Karan Tiwari,2,99,8.7,7.8,4,76
8799,Kavya Pande,9,87,6.5,3.5,9,65
8800,Kiran Kapoor,8,67,5.8,2.5,3,85
8801,Kunal Pawar,7,87,5.2,1.9,2,75
8802,Manish Khan,8,86,5.6,7.2,10,84
8803,Meera Kale,8,87,6.4,1.1,5,59
8804,Mohit Gaikwad,8,77,6.7,7.4,9,61
8805,Neha Desai,6,81,7.2,1.4,4,45
8806,Nikhil Dhumal,1,86,8.3,6.3,8,89
8807,Nisha Malik,6,79,5.1,3.1,10,54
8808,Pallavi Ingale,3,91,8.4,2.7,8,47
8809,Pankaj Singh,8,89,7.3,2.3,4,44
8810,Pooja Shinde,5,72,8,1.9,7,61
8811,Prakash Naik,10,85,8,1.5,9,67
8812,Priya Kadam,6,91,8.6,2.1,9,86
8813,Rahul Lokhande,6,80,5.4,5.1,4,76
8814,Raj Roy,10,89,7.3,5,4,85
8815,Rakesh Borkar,5,65,8.6,3,5,40
8816,Riya Gupta,4,75,7.9,5.8,4,41
8817,Rohan Chavan,4,88,5.4,6.4,8,52
8818,Rohit Thakur,9,96,7.5,7.9,7,61
8819,Sachin Gawande,8,86,8.2,4.1,6,44
8820,Sakshi Salve,2,87,6.1,3.6,9,88
8821,Sameer Das,5,74,7.5,7.8,3,94
8822,Sana Mane,4,88,8.4,7.6,9,67
8823,Sanjay Joshi,7,74,7.1,7.5,7,84
8824,Sanya More,1,62,5.8,5.3,10,50
8825,Shivam Raut,8,70,7.2,5.3,7,41
8826,Shraddha Sawant,8,85,7.4,7.5,8,90
8827,Shreya Rathod,3,99,6.6,4.4,3,85
8828,Sneha Iyer,2,80,7.7,2.5,4,82
8829,Sonali Pandey,7,95,6.7,7.9,7,86
8830,Sonal Verma,3,91,8.5,6.9,4,79
8831,Sourabh Kulkarni,10,83,8.2,1.4,2,85
8832,Tanmay Agrawal,8,92,8.2,1.8,6,94
8833,Tanya Suryawanshi,10,76,7.1,7.2,4,89
8834,Varun Chaudhary,6,78,5.8,3.1,7,89
8835,Vikas Reddy,10,90,7.9,5.9,7,66
8836,Vijay Dubey,1,86,5.3,1.8,6,85
8837,Vishal Patil,3,81,7.1,2.2,9,53
8838,Yash Deshmukh,1,77,5.2,6.2,2,57
8839,Yogesh Mehta,7,100,7.1,7.9,9,88
8840,Zoya Wagh,6,62,7.7,4.5,6,60
8841,Aarav Yadav,3,62,6.7,1.3,8,86
8842,Aditi Nair,4,79,6.7,2.6,9,67
8843,Aditya Saxena,7,61,5.5,2.5,4,55
8844,Akash Sharma,2,73,6.2,7.5,4,63
8845,Akshay Jadhav,6,83,6.8,3.9,8,72
8846,Aman Mishra,7,76,8.5,7.6,7,43
8847,Amit Bhosale,3,68,8.6,7,3,71
8848,Ananya Tiwari,3,71,8.8,4.2,4,45
8849,Aniket Pande,4,84,5.4,1.2,9,67
8850,Anjali Kapoor,6,99,6.2,7.8,7,58
8851,Arjun Pawar,3,92,6.9,1.1,10,74
8852,Aryan Khan,4,82,7.6,7,8,86
8853,Ashish Kale,6,65,7.8,3.9,3,44
8854,Ayush Gaikwad,2,69,8.1,3.1,3,44
8855,Bhavna Desai,6,78,7,3.9,10,65
8856,Chetan Dhumal,2,70,7.2,3.5,8,82
8857,Deepak Malik,2,88,8.8,5.8,7,55
8858,Deepika Ingale,3,75,6,5,8,83
8859,Dhruv Singh,3,94,8.2,2.8,5,40
8860,Divya Shinde,1,71,7.8,4.7,4,56
8861,Gaurav Naik,10,80,5.6,3.8,9,69
8862,Isha Kadam,4,89,8.7,7.4,10,75
8863,Karan Lokhande,9,68,8.4,7.2,10,60
8864,Kavya Roy,10,91,8.1,5.3,9,89
8865,Kiran Borkar,9,84,5.5,7.8,9,64
8866,Kunal Gupta,9,86,5.6,3.6,6,75
8867,Manish Chavan,2,78,7.7,1.6,4,46
8868,Meera Thakur,4,98,5.4,1.3,2,92
8869,Mohit Gawande,8,91,5.5,6.8,4,68
8870,Neha Salve,6,67,6.6,3.7,5,66
8871,Nikhil Das,1,82,5,7,2,55
8872,Nisha Mane,6,97,7.9,4.2,4,74
8873,Pallavi Joshi,9,71,7.2,1.1,10,40
8874,Pankaj More,9,81,5.3,4.7,4,65
8875,Pooja Raut,4,90,7.2,5.2,5,83
8876,Prakash Sawant,3,71,5.2,4.2,7,83
8877,Priya Rathod,4,81,5.3,6.9,9,75
8878,Rahul Iyer,3,82,6.9,5.5,10,60
8879,Raj Pandey,4,67,7,3.6,9,69
8880,Rakesh Verma,4,67,6.4,6,3,49
8881,Riya Kulkarni,5,83,7.5,3.2,3,74
8882,Rohan Agrawal,1,67,6.5,6.9,8,52
8883,Rohit Suryawanshi,3,98,7.3,3,9,58
8884,Sachin Chaudhary,4,81,6.4,5.7,7,81
8885,Sakshi Reddy,2,88,7.9,3.9,10,46
8886,Sameer Dubey,9,76,7.3,1.7,8,58
8887,Sana Patil,7,72,5.6,5.4,5,59
8888,Sanjay Deshmukh,10,79,7.7,3.7,9,92
8889,Sanya Mehta,6,89,8.1,5.4,8,84
8890,Shivam Wagh,2,76,5.3,4.8,5,60
8891,Shraddha Yadav,10,71,7.4,1.3,7,74
8892,Shreya Nair,5,65,8.2,2.4,7,53
8893,Sneha Saxena,7,82,5.5,5.9,2,84
8894,Sonali Sharma,4,87,8.6,4.3,4,59
8895,Sonal Jadhav,5,81,6.7,4.3,4,90
8896,Sourabh Mishra,5,70,8,1,4,89
8897,Tanmay Bhosale,3,70,8.6,3.1,6,53
8898,Tanya Tiwari,6,75,9,5.7,6,62
8899,Varun Pande,8,74,7.3,7.2,9,91
8900,Vikas Kapoor,1,68,7.8,5,2,45
8901,Vijay Pawar,2,98,6,4.8,9,77
8902,Vishal Khan,9,73,6.2,4.3,4,68
8903,Yash Kale,6,70,8.4,5.7,5,71
8904,Yogesh Gaikwad,10,84,6.6,6.6,3,72
8905,Zoya Desai,7,92,8.3,2.5,2,68
8906,Aarav Dhumal,7,79,5.2,6,3,59
8907,Aditi Malik,9,87,5.9,2.7,4,66
8908,Aditya Ingale,7,63,5.7,1.2,5,94
8909,Akash Singh,4,81,7.1,1.5,4,44
8910,Akshay Shinde,6,62,5.3,1.3,2,48
8911,Aman Naik,3,65,6.4,3,5,43
8912,Amit Kadam,4,84,8.9,1.9,3,75
8913,Ananya Lokhande,7,68,8.2,1.6,8,58
8914,Aniket Roy,2,61,8,2,8,42
8915,Anjali Borkar,7,67,5.5,1.3,2,51
8916,Arjun Gupta,6,91,6.5,3.4,7,54
8917,Aryan Chavan,4,84,7.7,6.8,10,44
8918,Ashish Thakur,1,75,5.1,4.9,10,82
8919,Ayush Gawande,8,99,6.7,1.5,2,41
8920,Bhavna Salve,9,75,8.7,3.6,10,89
8921,Chetan Das,8,95,5.3,4,5,94
8922,Deepak Mane,5,74,8.6,2.2,9,91
8923,Deepika Joshi,7,61,5.8,3.6,3,51
8924,Dhruv More,5,64,5.8,3.4,8,52
8925,Divya Raut,4,71,5.8,4.5,9,95
8926,Gaurav Sawant,4,67,8.7,5.9,4,74
8927,Isha Rathod,3,66,7.4,4.4,8,70
8928,Karan Iyer,10,75,8,1.5,3,88
8929,Kavya Pandey,7,100,6.5,1.4,8,50
8930,Kiran Verma,2,68,8.5,7.2,10,62
8931,Kunal Kulkarni,9,69,7.3,5.9,4,48
8932,Manish Agrawal,2,100,7.4,5.6,10,84
8933,Meera Suryawanshi,6,68,8,7.4,8,51
8934,Mohit Chaudhary,2,94,8.1,4.8,6,47
8935,Neha Reddy,4,85,7.7,1.5,4,60
8936,Nikhil Dubey,7,98,5.5,6,6,71
8937,Nisha Patil,10,82,8.5,2.1,10,51
8938,Pallavi Deshmukh,10,84,6,5.7,2,90
8939,Pankaj Mehta,9,69,9,3.8,9,86
8940,Pooja Wagh,3,83,6.5,1.2,3,91
8941,Prakash Yadav,1,87,5.5,1.4,9,60
8942,Priya Nair,10,100,6.3,3.7,6,61
8943,Rahul Saxena,10,63,7.3,5.2,10,69
8944,Raj Sharma,3,66,6.6,2.2,3,90
8945,Rakesh Jadhav,1,60,8.3,1.7,2,68
8946,Riya Mishra,7,92,7.7,3.6,6,61
8947,Rohan Bhosale,1,63,5.9,6.6,9,76
8948,Rohit Tiwari,1,97,7.2,6.5,9,47
8949,Sachin Pande,10,74,8.2,5.8,8,95
8950,Sakshi Kapoor,5,71,8.6,4,9,78
8951,Sameer Pawar,2,99,6.6,4.1,8,64
8952,Sana Khan,7,89,8.7,2.6,9,45
8953,Sanjay Kale,4,82,5.1,2,3,58
8954,Sanya Gaikwad,6,96,7.7,1.1,4,72
8955,Shivam Desai,9,90,8.1,7,2,94
8956,Shraddha Dhumal,3,86,6.7,4.5,5,67
8957,Shreya Malik,7,73,5,1,4,95
8958,Sneha Ingale,9,100,7.7,4.7,7,69
8959,Sonali Singh,5,89,6.4,2.8,6,83
8960,Sonal Shinde,10,98,5.6,4,7,45
8961,Sourabh Naik,5,99,5.6,5.7,7,84
8962,Tanmay Kadam,5,82,8.1,6.7,10,53
8963,Tanya Lokhande,9,74,5.7,5.9,2,62
8964,Varun Roy,7,98,6.9,7.3,4,58
8965,Vikas Borkar,9,100,8.9,2.6,5,70
8966,Vijay Gupta,8,65,8,5.6,2,74
8967,Vishal Chavan,8,86,7.2,7.2,9,59
8968,Yash Thakur,3,84,7.1,3.2,5,43
8969,Yogesh Gawande,4,90,5.7,6.6,3,74
8970,Zoya Salve,9,99,6.8,7.6,6,63
8971,Aarav Das,7,70,5.6,5.5,3,86
8972,Aditi Mane,3,100,5.3,2.1,5,78
8973,Aditya Joshi,4,86,5.4,2.8,7,60
8974,Akash More,8,63,7.4,5.8,4,42
8975,Akshay Raut,2,80,5.8,7.1,9,69
8976,Aman Sawant,2,65,5.6,1.2,4,84
8977,Amit Rathod,8,99,8.5,3.3,3,83
8978,Ananya Iyer,3,91,5.5,2.6,5,58
8979,Aniket Pandey,8,97,7.8,4,3,51
8980,Anjali Verma,6,84,6.7,6.4,8,44
8981,Arjun Kulkarni,10,76,7.3,4.5,6,74
8982,Aryan Agrawal,6,77,5.1,4.6,3,54
8983,Ashish Suryawanshi,9,98,5,5.3,5,83
8984,Ayush Chaudhary,9,66,8.3,4.6,9,73
8985,Bhavna Reddy,3,96,6.9,5.8,9,42
8986,Chetan Dubey,10,77,5.3,1.7,7,78
8987,Deepak Patil,8,84,6.4,1.2,10,54
8988,Deepika Deshmukh,2,87,7,6.8,2,88
8989,Dhruv Mehta,1,63,5.5,4.4,8,41
8990,Divya Wagh,3,66,7.2,3.1,2,60
8991,Gaurav Yadav,1,66,7.1,4.2,7,40
8992,Isha Nair,4,91,7.4,5.6,2,75
8993,Karan Saxena,10,63,8.2,1.9,5,66
8994,Kavya Sharma,5,85,6.7,4.7,2,69
8995,Kiran Jadhav,1,64,8.6,1.8,4,79
8996,Kunal Mishra,5,91,6.9,7,7,90
8997,Manish Bhosale,3,100,6.8,4.9,9,61
8998,Meera Tiwari,9,76,7.6,6.7,10,71
8999,Mohit Pande,1,68,7.5,6,10,74
9000,Neha Kapoor,8,78,5,6.7,3,89
9001,Nikhil Pawar,5,88,8.9,3.4,10,50
9002,Nisha Khan,1,89,8.8,2,4,69
9003,Pallavi Kale,7,86,6.1,7.2,9,86
9004,Pankaj Gaikwad,5,83,7.2,7.2,9,55
9005,Pooja Desai,8,85,8.1,7.2,10,60
9006,Prakash Dhumal,7,68,8.7,7.9,6,65
9007,Priya Malik,8,68,7.3,5.2,8,79
9008,Rahul Ingale,5,98,5.1,4.6,5,77
9009,Raj Singh,1,83,7.7,6.6,2,47
9010,Rakesh Shinde,2,95,5.4,1.8,6,51
9011,Riya Naik,5,85,7.7,6.5,3,85
9012,Rohan Kadam,4,78,7.3,6.7,2,77
9013,Rohit Lokhande,8,83,7.6,5,3,69
9014,Sachin Roy,5,88,5.8,3.7,3,63
9015,Sakshi Borkar,9,67,7,5.6,9,94
9016,Sameer Gupta,2,78,7.5,7.4,10,89
9017,Sana Chavan,4,89,6.2,2.1,9,62
9018,Sanjay Thakur,8,63,5.7,3.2,7,59
9019,Sanya Gawande,2,63,5.9,5.7,9,88
9020,Shivam Salve,4,66,8.4,6.8,4,59
9021,Shraddha Das,8,84,6.9,5.6,10,63
9022,Shreya Mane,6,69,7.6,5.1,10,91
9023,Sneha Joshi,8,77,7.1,1.6,3,46
9024,Sonali More,6,65,8.3,4,5,79
9025,Sonal Raut,9,70,7,7.2,4,78
9026,Sourabh Sawant,9,60,5.4,3.5,3,61
9027,Tanmay Rathod,10,93,5.8,3.7,3,50
9028,Tanya Iyer,2,79,5.1,3.5,10,88
9029,Varun Pandey,6,67,8.3,3.5,3,84
9030,Vikas Verma,2,81,7.7,3.8,7,88
9031,Vijay Kulkarni,3,98,8,6.4,9,58
9032,Vishal Agrawal,4,93,7.9,4.2,8,93
9033,Yash Suryawanshi,7,96,8.3,5.2,6,82
9034,Yogesh Chaudhary,5,76,8.9,4.1,2,53
9035,Zoya Reddy,9,74,7.6,7.1,5,66
9036,Aarav Dubey,3,72,6,2.3,4,57
9037,Aditi Patil,7,72,5.4,1.9,9,70
9038,Aditya Deshmukh,8,97,7.4,3.9,10,50
9039,Akash Mehta,10,65,8.1,7.8,4,81
9040,Akshay Wagh,3,94,7.2,5.9,3,65
9041,Aman Yadav,8,97,6.2,5.3,9,77
9042,Amit Nair,1,94,7.9,3.7,9,75
9043,Ananya Saxena,6,85,6.8,3.1,10,77
9044,Aniket Sharma,5,95,6.1,7.7,8,82
9045,Anjali Jadhav,10,61,8.4,4,6,76
9046,Arjun Mishra,8,93,7.3,6,5,68
9047,Aryan Bhosale,10,80,6.1,6.7,2,72
9048,Ashish Tiwari,9,99,6.3,5.6,9,75
9049,Ayush Pande,5,63,7.3,2.6,10,85
9050,Bhavna Kapoor,8,98,6.7,3,10,66
9051,Chetan Pawar,1,83,5.6,1.2,7,56
9052,Deepak Khan,6,64,7.4,7.8,9,54
9053,Deepika Kale,1,80,7.8,6.8,2,50
9054,Dhruv Gaikwad,8,61,5,3.8,5,73
9055,Divya Desai,10,63,7.1,7.2,2,81
9056,Gaurav Dhumal,7,81,7.3,2.1,7,57
9057,Isha Malik,9,93,6.3,1.3,2,70
9058,Karan Ingale,3,64,6.4,1.9,4,60
9059,Kavya Singh,10,70,6.3,7.2,5,90
9060,Kiran Shinde,6,76,6.8,2.1,3,90
9061,Kunal Naik,7,82,8.2,1.5,2,94
9062,Manish Kadam,8,60,6.9,2.3,10,88
9063,Meera Lokhande,7,86,9,3.9,4,88
9064,Mohit Roy,4,80,6.5,4.5,10,71
9065,Neha Borkar,7,99,7.8,2.7,5,70
9066,Nikhil Gupta,7,72,7.2,6.6,2,56
9067,Nisha Chavan,9,80,8,7.7,2,82
9068,Pallavi Thakur,5,63,8.6,3,8,57
9069,Pankaj Gawande,6,97,7,7.5,2,58
9070,Pooja Salve,6,94,7,6.7,10,92
9071,Prakash Das,2,74,8.8,7.2,4,40
9072,Priya Mane,1,78,8.7,1.4,7,46
9073,Rahul Joshi,1,95,9,6.8,5,83
9074,Raj More,7,72,5.6,5.1,2,78
9075,Rakesh Raut,5,69,5,1.3,8,83
